id,title,field_model,field_resource_type,field_display_hints,field_member_of,field_edtf_date_created,field_subject,field_rights,field_description_long,file,field_related_item_boolean,field_related_item_type,field_related_item_title,field_identifier,field_linked_agent
250,Isaac Heacock Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Isaac Heacock Bridge, over Muddy Run, Columbia County, Pennsylvania.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_015.jpg,1,host,MS 80 Nelson F. Davis Collection,3955262,relators:pht:472^|.|^relators:pbl:471
251,Columbia County Bridge 112,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Columbia County Bridge 112 between Orangeville and Rohrsburg over Green Creek, Columbia County, Pennsylvania. Bridge was built in August 1912 and is 26 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_016.jpg,1,host,MS 80 Nelson F. Davis Collection,3955263,relators:pht:472^|.|^relators:pbl:471
252,Rhone Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Rhone Bridge over Green Creek in Greenwood Township, Columbia County, Pennsylvania. Bridge is 15 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_017.jpg,1,host,MS 80 Nelson F. Davis Collection,3955264,relators:pht:472^|.|^relators:pbl:471
253,Green Creek Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Green Creek in Columbia County, half a mile from Orangeville, Columbia County, Pennsylvania. Bridge is 22 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_018.jpg,1,host,MS 80 Nelson F. Davis Collection,3955265,relators:pht:472^|.|^relators:pbl:471
254,Greek Creek Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Green Creek in Columbia County, half a mile from Orangeville. Bridge is 22 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_019.jpg,1,host,MS 80 Nelson F. Davis Collection,3955266,relators:pht:472^|.|^relators:pbl:471
255,Mausteller Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Mausteller Bridge over Little Fishing Creek in Hemlock Township, Columbia County, Pennsylvania. Described by Nelson Davis as ""very old.""</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_020.jpg,1,host,MS 80 Nelson F. Davis Collection,3955267,relators:pht:472^|.|^relators:pbl:471
256,Eyer's Grove Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Eyer's Grove Bridge over Little Fishing Creek in Columbia County, Pennsylvania. Bridge is 16 paces.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_021.jpg,1,host,MS 80 Nelson F. Davis Collection,3955268,relators:pht:472^|.|^relators:pbl:471
257,Fernville Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Fernville Bridge over Fishing Creek inthe town of  Bloomsburg, Columbia County, Pennsylvania. The bridge was kept in repair by Charles Welliver. A notice reads, ""Any person riding or driving faster than a walk over this bridge will be dealt with according to the law."" Bridge is about 100 years old at the time of the 1936 photograph by Nelson F. Davis.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_022.jpg,1,host,MS 80 Nelson F. Davis Collection,3955269,relators:pht:472^|.|^relators:pbl:471
258,Fernville Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Fernville Bridge over Fishing Creek in the town of Bloomsburg, Columbia County, Pennsylvania. The bridge was kept in repair by Charles Welliver. A notice reads, ""Any person riding or driving faster than a walk over this bridge will be dealt with according to the law."" Bridge is about 100 years old at the time of the 1936 photograph by Nelson F. Davis.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_023.jpg,1,host,MS 80 Nelson F. Davis Collection,3955270,relators:pht:472^|.|^relators:pbl:471
259,Bowman's Bridge,Image,Still Image,Open Seadragon,2083,6/18/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bowman's Bridge over Fishing Creek in Orangeville, Columbia County, Pennsylvania. Bridge is 50 paces long with a rainbow arch. At the time of the 1936 photograph, Nelson F. Davis notes that it is ""to be replaced soon.""</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_024.jpg,1,host,MS 80 Nelson F. Davis Collection,3955271,relators:pht:472^|.|^relators:pbl:471
260,Light Street Bridge,Image,Still Image,Open Seadragon,2083,6/19/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Light Street Bridge over Fishing Creek in Columbia County, Pennsylvania. The bridge has a rainbow arch and is 65 paces long. At the time of his 1936 photograph, Nelson F. Davis notes that It is ""an old bridge""</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_025.jpg,1,host,MS 80 Nelson F. Davis Collection,3955272,relators:pht:472^|.|^relators:pbl:471
261,Warrior Run Bridge,Image,Still Image,Open Seadragon,2083,6/9/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Warrior Run Creek, Northumberland County, Pennsylvania. Bridge was built between 1831 and 1835 and rebuilt around 1906, according to Amos Gloze [?], son of Stephen N. Gloze [?], son of Amos Gloze [?] who was located at Warrior Run in 1831 and saw the building of the bridge.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_026.jpg,1,host,MS 80 Nelson F. Davis Collection,3955273,relators:pht:472^|.|^relators:pbl:471
262,Warrior Run Bridge,Image,Still Image,Open Seadragon,2083,6/9/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Warrior Run Creek, Northumberland County, Pennsylvania . Bridge is 15 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_027.jpg,1,host,MS 80 Nelson F. Davis Collection,3955274,relators:pht:472^|.|^relators:pbl:471
263,Old McCella Bridge,Image,Still Image,Open Seadragon,2083,5/8/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Old McCella Bridge over Larry's Creek in Lycoming County, Pennsylvania, near Brookside and White Pine. Trucks carry heavy loads of stone through this bridge so it became necessary to build a support underneath in 1935. Bridge is 16.5 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_028.jpg,1,host,MS 80 Nelson F. Davis Collection,3955275,relators:pht:472^|.|^relators:pbl:471
264,Old McCella Bridge,Image,Still Image,Open Seadragon,2083,5/8/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Old McCella Bridge over Larry's Creek in Lycoming County, Pennsylvania, near Brookside and White Pine. Trucks carry heavy loads of stone through this bridge so it became necessary to build a support underneath in 1935. Bridge is 16.5 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_029.jpg,1,host,MS 80 Nelson F. Davis Collection,3955276,relators:pht:472^|.|^relators:pbl:471
265,Larry's Creek bridge,Image,Still Image,Open Seadragon,2083,5/8/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Larry's Creek in Salladasburg, Lycoming County, Pennsylvania, near Mallory's Blacksmith Shop. Bridge is over 100 years old at the time of Nelson F. Davis' photograph and had never been rebuilt.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_030.jpg,1,host,MS 80 Nelson F. Davis Collection,3955277,relators:pht:472^|.|^relators:pbl:471
266,Larry's Creek bridge,Image,Still Image,Open Seadragon,2083,5/8/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Larry's Creek in Salladasburg in Lycoming County, Pennsylvania near Mallory's Blacksmith Shop. Bridge was over 100 years old at the time of Nelson F. Davis' 1936 photograph and had never been rebuilt.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_031.jpg,1,host,MS 80 Nelson F. Davis Collection,3955278,relators:pht:472^|.|^relators:pbl:471
267,Blockhouse Run Bridge,Image,Still Image,Open Seadragon,2083,5/8/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Bridge over Blockhouse Run in Tioga County, Pennsylvania, near Liberty. After the flood of 1889, the bridge was rebuilt using the same timber. Bridge is 13 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_032.jpg,1,host,MS 80 Nelson F. Davis Collection,3955279,relators:pht:472^|.|^relators:pbl:471
268,Blockhouse Run Bridge,Image,Still Image,Open Seadragon,2083,5/8/36,subject:Covered bridges,"This image may be protected under copyright law and may only be used for educational, teaching, and learning purposes.  If intended use is beyond these purposes, it is the responsibility of the user to obtain the appropriate copyright permissions.","<p>Interior of bridge over Blockhouse Run in Tioga County, Pennsylvania, near Liberty. After the flood of 1889, the bridge was rebuilt using the same timber. Bridge is 13 paces long.</p><p>Measurements: 8"" x 9 1/2""</p>",bridges_data/SCUA_BRIDGES_033.jpg,1,host,MS 80 Nelson F. Davis Collection,3955280,relators:pht:472^|.|^relators:pbl:471
